insectID,cage,instar,treatment,day,date,status,diet,different,drips,ants,molted
55,14,4,A_ctrl,2,250709,1,25244.2,1192,,,
55,14,4,A_ctrl,4,250711,1,24473.9,770.3,wet paper,,
55,14,4,A_ctrl,7,250714,1,23859.9,614,,,
55,14,4,A_ctrl,9,250716,0,23782.9,77,,,
55,14,4,A_ctrl,11,250718,0,23776,6.9,,,
55,14,4,A_ctrl,14,250721,0,23731.8,44.2,,,
56,14,4,A_ctrl,0,250707,1,25586.7,,,,
56,14,4,A_ctrl,2,250709,1,25408,178.7,,,
56,14,4,A_ctrl,4,250711,1,24801.4,606.6,,,
56,14,4,A_ctrl,7,250714,0,24778.6,22.8,,,
56,14,4,A_ctrl,9,250716,0,24768.5,10.1,,,
56,14,4,A_ctrl,11,250718,0,24762.1,6.4,,,
56,14,4,A_ctrl,14,250721,0,24745.2,16.9,,,
57,10,4,B_ctrl,0,250707,1,27317.8,,,,
57,10,4,B_ctrl,2,250709,1,27279.6,38.2,,,
57,10,4,B_ctrl,4,250711,1,27214.5,65.1,,,
57,10,4,B_ctrl,7,250714,1,27140.6,73.9,mold,,
57,10,4,B_ctrl,9,250716,1,27079.3,61.3,,,
57,10,4,B_ctrl,11,250718,1,27031.6,47.7,,,
57,10,4,B_ctrl,14,250721,1,26991.2,40.4,,,
57,10,4,B_ctrl,16,250723,1,26933.8,57.4,,,
57,10,4,B_ctrl,18,250725,0,26903.6,30.2,,,
58,12_13,4,B_ctrl,0,250707,1,28125.5,,,,
58,12_13,4,B_ctrl,2,250709,1,28102.7,22.8,,,
58,12_13,4,B_ctrl,4,250711,1,28044.9,57.8,,,
58,12_13,4,B_ctrl,7,250714,1,28025.1,19.8,,,
58,12_13,4,B_ctrl,9,250716,1,27960.6,64.5,,,
58,12_13,4,B_ctrl,11,250718,1,27880.9,79.7,,,
58,12_13,4,B_ctrl,14,250721,1,27816.6,64.3,,,
58,12_13,4,B_crl,16,250723,1,27727.6,89,,,
58,12_13,4,B_ctrl,18,250725,1,27686.8,40.8,,,
59,14,4,B_ctrl,0,250707,1,28438.1,,,,
59,14,4,B_ctrl,2,250709,1,28376.5,61.6,,,
59,14,4,B_ctrl,4,250711,1,28348.3,28.2,,,
59,14,4,B_ctrl,7,250714,1,27907.5,440.8,,,
59,14,4,B_ctrl,9,250716,0,27674.9,232.6,mold,,
59,14,4,B_ctrl,11,250718,0,27488.6,186.3,,,
59,14,4,B_ctrl,14,250721,0,37180.9,-9692.3,,,
60,14,4,B_ctrl,0,250707,1,28568.8,,,,
60,14,4,B_ctrl,2,250709,1,28512.5,56.3,,,
60,14,4,B_ctrl,4,250711,1,28454.2,58.3,,,
60,14,4,B_ctrl,7,250714,1,28356.4,97.8,,,
60,14,4,B_ctrl,9,250716,1,28289.3,67.1,,,
60,14,4,B_ctrl,11,250718,1,28227.7,61.6,,,
60,14,4,B_ctrl,14,250721,1,28123.2,104.5,,,
60,14,4,B_ctrl,16,250723,1,28007.8,115.4,,,
60,14,4,B_ctrl,18,250725,1,27905.4,102.4,,,
61,14,3,B_ail,0,250707,1,27364.1,,,,
61,14,3,B_ail,2,250709,1,27329.2,34.9,,,
61,14,3,B_ail,4,250711,1,27276.6,52.6,,,
61,14,3,B_ail,7,250714,1,27178.1,98.5,,,
61,14,3,B_ail,9,250716,0,27166.8,11.3,,,
61,14,3,B_ail,11,250718,0,27158.1,8.7,,,
61,14,3,B_ail,14,250721,0,27143.2,14.9,,,
62,14,3,B_ail,0,250707,1,24857.5,,,,
62,14,3,B_ail,2,250709,1,24805.7,51.8,,,
62,14,3,B_ail,4,250711,1,24724.9,80.8,,,
62,14,3,B_ail,7,250714,1,24605.8,119.1,,,
62,14,3,B_ail,9,250716,1,21818.9,2786.9,wet paper,,
62,14,3,B_ail,11,250718,1,21714,104.9,,,
62,14,3,B_ail,14,250721,1,21540.3,173.7,,,
62,14,3,B_ail,16,250723,0,21428.2,112.1,,,
63,10,3,B_ail,0,250707,1,28353.3,,,,
63,10,3,B_ail,2,250709,1,28281.7,71.6,,,molted
63,10,3,B_ail,4,250711,1,28245.6,36.1,,,
63,10,3,B_ail,7,250714,0,28144.9,100.7,,,
63,10,3,B_ail,9,250716,0,28090.1,54.8,,,
63,10,3,B_ail,11,250718,0,28045.1,45,,,
63,10,3,B_ail,14,250721,0,27973,72.1,,,
64,10,3,B_ail,0,250707,1,25518.5,,,,
64,10,3,B_ail,2,250709,1,25444.9,73.6,,,
64,10,3,B_ail,4,250711,1,25361.8,83.1,,,
64,10,3,B_ail,7,250714,0,25320.1,41.7,,,
64,10,3,B_ail,9,250716,0,25305.7,14.4,,,
64,10,3,B_ail,11,250718,0,25292.3,13.4,,,
64,10,3,B_ail,14,250721,0,25266.6,25.7,,,
65,10,3,B_ail,0,250707,1,28580.3,,,,
65,10,3,B_ail,2,250709,1,28559.1,21.2,,,molted
65,10,3,B_ail,4,250711,1,23149.3,5409.8,"paper soaked, large bubble",,
65,10,3,B_ail,7,250714,1,21681,1468.3,large bubble,,
65,10,3,B_ail,9,250716,1,21520,161,,,
65,10,3,B_ail,11,250718,1,20889.3,630.7,parafiilm torn,,
65,10,3,B_ail,14,250721,0,19416.2,1473.1,really messed up,,
66,12_13,3,B_ail,0,250707,1,25406.7,,,,
66,12_13,3,B_ail,2,250709,0,24489.6,917.1,,,
66,12_13,3,B_ail,4,250711,0,24477.9,11.7,,,
66,12_13,3,B_ail,7,250714,0,24449.3,28.6,,,
66,12_13,3,B_ail,9,250716,0,24431.2,18.1,,,
66,12_13,3,B_ail,11,250718,0,24419.2,12,,,
66,12_13,3,B_ail,14,250721,0,24400.3,18.9,,,
67,12_13,3,B_ail,0,250707,1,24430.3,,,,
67,12_13,3,B_ail,2,250709,1,24380.5,49.8,,,
67,12_13,3,B_ail,4,250711,1,24352.9,27.6,,,
67,12_13,3,B_ail,7,250714,1,24266.3,86.6,,,
67,12_13,3,B_ail,9,250716,1,23922.3,344,,,
67,12_13,3,B_ail,11,250718,1,23503.4,418.9,,,
67,12_13,3,B_ail,14,250721,1,22789.6,713.8,,,
67,12_13,3,B_ail,16,250723,1,22256.8,532.8,,,
67,12_14,3,B_ail,18,250725,1,21708.8,548,,,
68,12_13,3,B_ail,0,250707,1,28223.5,,,,
68,12_13,3,B_ail,2,250709,1,28139.3,84.2,,,
68,12_13,3,B_ail,4,250711,1,27899.1,240.2,,,
68,12_13,3,B_ail,7,250714,1,26929.6,969.5,spilled,,
68,12_13,3,B_ail,9,250716,1,26642.9,286.7,,,
68,12_13,3,B_ail,11,250718,1,26381.6,261.3,,,
68,12_13,3,B_ail,14,250721,1,25944.6,437,,,
68,12_13,3,B_ail,16,250723,1,25577.7,366.9,,,
68,12_14,3,B_ail,18,250725,1,25246,331.7,,,
69,14,3,B_ail,0,250707,1,25169.5,,,,
69,14,3,B_ail,2,250709,1,25064.4,105.1,,,
69,14,3,B_ail,4,250711,1,25030.9,33.5,,,
69,14,3,B_ail,7,250714,1,24947,83.9,,,
69,14,3,B_ail,9,250716,1,24906.8,40.2,,,
69,14,3,B_ail,11,250718,1,24870.5,36.3,,,
69,14,3,B_ail,14,250721,1,24800.8,69.7,,,
69,14,3,B_ail,16,250723,1,24749.4,51.4,,,
69,14,3,B_ail,18,250725,1,24698.7,50.7,,,
70,14,3,B_ail,0,250707,1,24674.2,,,,
70,14,3,B_ail,2,250709,1,24581.1,93.1,,,
70,14,3,B_ail,4,250711,1,24492.1,89,,,
70,14,3,B_ail,7,250714,1,24231,261.1,,,
70,14,3,B_ail,9,250716,0,22548.8,1682.2,,,
70,14,3,B_ail,11,250718,0,22508.4,40.4,,,
70,14,3,B_ail,14,250721,0,22445.1,63.3,,,
71,14,3,B_ail,0,250707,1,24807.3,,,,
71,14,3,B_ail,2,250709,1,24729.9,77.4,,,
71,14,3,B_ail,4,250711,1,24701.4,28.5,,,
71,14,3,B_ail,7,250714,1,24574.4,127,,,
71,14,3,B_ail,9,250716,1,24479.4,95,,,
71,14,3,B_ail,11,250718,1,24346.5,132.9,,,
71,14,3,B_ail,14,250721,1,24009.8,336.7,,,
71,14,3,B_ail,16,250723,1,23655.1,354.7,,,
71,14,3,B_ail,18,250725,0,23236.5,418.6,,,
72,14,3,B_ail,0,250707,1,24282,,,,
72,14,3,B_ail,2,250709,1,24244.9,37.1,,,
72,14,3,B_ail,4,250711,1,24159.2,85.7,,,
72,14,3,B_ail,7,250714,0,22612.5,1546.7,,,
72,14,3,B_ail,9,250716,0,22538.6,73.9,,,
72,14,3,B_ail,11,250718,0,22478.5,60.1,,,
72,14,3,B_ail,14,250721,0,22386.7,91.8,,,
73,14,3,B_ail,0,250707,1,25291.9,,,,
73,14,3,B_ail,2,250709,0,25207.1,84.8,,,molted
73,14,3,B_ail,4,250711,0,25194.9,12.2,,,
73,14,3,B_ail,7,250714,0,25174.7,20.2,,,
73,14,3,B_ail,9,250716,0,25167.4,7.3,,,
73,14,3,B_ail,11,250718,0,25161.4,6,,,
73,14,3,B_ail,14,250721,0,25151.9,9.5,,,
74,14,3,B_ail,0,250707,1,25361.6,,,,
74,14,3,B_ail,2,250709,0,25327,34.6,,,
74,14,3,B_ail,4,250711,0,25313.6,13.4,,,
74,14,3,B_ail,7,250714,0,25291.2,22.4,,,
74,14,3,B_ail,9,250716,0,25281.7,9.5,,,
74,14,3,B_ail,11,250718,0,25275.3,6.4,,,
74,14,3,B_ail,14,250721,0,25265.7,9.6,,,
75,14,3,B_ail,0,250707,1,25181.5,,,,
75,14,3,B_ail,2,250709,1,25151.9,29.6,,,molted
75,14,3,B_ail,4,250711,1,25140.2,11.7,,,
75,14,3,B_ail,7,250714,1,25057.7,82.5,,,
75,14,3,B_ail,9,250716,1,24943.6,114.1,,,
75,14,3,B_ail,11,250718,1,24891.9,51.7,,,
75,14,3,B_ail,14,250721,1,24254.8,637.1,,,
75,14,3,B_ail,16,250723,1,24681.8,-427,,,
75,14,3,B_ail,18,250725,1,24600.9,80.9,,,
